paper_id,ok,word_count,math_equation_references,math_greek_letters,math_math_symbols,math_total_math_indicators,stat_p_value,stat_confidence_interval,stat_significance,stat_cohens_d,stat_total_statistical,code_github_links,code_code_available_mentions,code_has_code_link,fig_figure_count,fig_unique_figures,table_table_count,table_unique_tables,comp_vs_mentions,comp_compared_to,comp_outperforms,comp_total_comparisons,dataset_dataset_mentions,dataset_unique_known_datasets,dataset_known_datasets,contrib_has_contributions_statement,contrib_bullet_points_in_intro,limit_has_limitations_section,limit_limitation_mentions,ablation_ablation_mentions,ablation_ablation_study,runs_runs_mentions,runs_seeds_mentions,runs_averaged_over,runs_total_reproducibility_indicators,error_std_mentions,error_plus_minus_symbols,error_error_bars,error_variance_mentions,error_total_error_reporting,readability_flesch_reading_ease,readability_flesch_kincaid_grade,hype_state_of_the_art,hype_revolutionary,hype_significant_improvement,hype_novel,hype_total_hype_words,metrics_unique_metrics_count,metrics_total_metric_mentions,metrics_metrics_found
11202891.pdf,True,15995,88,12,64,164,0,0,5,0,5,0,0,False,40,2,33,2,0,5,7,12,1,0,[],False,0,False,1,6,6,3,0,0,3,2,18,0,8,28,51.29,8.56,4,0,1,34,39,6,72,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss']"
11119677.pdf,True,7572,35,1,15,51,0,0,0,0,0,1,0,True,20,2,12,2,0,2,5,7,22,0,[],False,0,False,4,2,2,0,0,0,0,0,0,0,1,1,55.82,7.35,0,0,2,1,3,3,34,"['accuracy', 'map', 'loss']"
11197478.pdf,True,10173,6,1,6,13,0,0,3,0,3,0,0,False,21,1,13,2,0,4,0,4,8,1,['imagenet'],False,0,False,8,0,0,0,0,0,0,0,0,0,0,0,48.47,8.37,3,0,1,6,10,5,28,"['accuracy', 'f1', 'auc', 'roc', 'loss']"
11174272.pdf,True,14282,5,0,1,6,1,0,13,0,14,0,0,False,37,1,21,2,14,4,10,28,46,0,[],False,0,False,5,0,0,10,4,0,14,0,0,0,1,1,29.28,12.15,1,0,2,3,6,9,146,"['accuracy', 'precision', 'recall', 'f1', 'f-score', 'auc', 'roc', 'map', 'loss']"
11045351.pdf,True,13213,15,0,9,24,0,0,7,0,7,0,0,False,24,1,26,2,1,7,7,15,60,0,[],False,0,False,14,1,0,0,0,0,0,0,0,0,0,0,40.0,9.7,6,0,3,3,12,7,135,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'loss', 'top-1']"
11123850.pdf,True,12704,37,3,6,46,0,0,16,0,16,0,0,False,23,2,37,2,2,5,3,10,16,0,[],False,0,False,3,0,0,0,0,0,0,2,0,0,4,6,43.55,9.51,0,0,3,8,11,8,58,"['accuracy', 'f1', 'rmse', 'mse', 'mae', 'r2', 'loss', 'error rate']"
11250543.pdf,True,8126,13,0,6,19,0,0,1,0,1,0,0,False,29,1,4,1,0,0,0,0,3,1,['places'],False,0,False,7,0,0,1,0,0,1,0,0,0,0,0,21.72,13.28,0,0,2,1,3,3,19,"['accuracy', 'precision', 'recall']"
11071679.pdf,True,10989,30,0,10,40,0,0,6,0,6,0,0,False,6,2,14,2,0,5,1,6,96,1,['imagenet'],False,0,False,4,0,0,0,0,0,0,1,0,0,0,1,51.55,7.85,3,1,3,5,12,6,62,"['accuracy', 'precision', 'recall', 'f-score', 'map', 'loss']"
11305215.pdf,True,16560,38,5,35,78,0,0,8,0,8,0,0,False,25,1,38,2,6,6,6,18,51,1,['places'],True,0,False,5,6,3,1,1,1,3,0,16,0,7,23,32.39,11.23,1,2,2,2,7,7,97,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss', 'error rate']"
11272111.pdf,True,8470,10,0,70,80,0,0,4,0,4,1,0,True,11,1,9,2,0,3,2,5,25,3,"['imagenet', 'coco', 'places']",False,0,False,4,3,2,0,0,0,0,0,0,0,0,0,42.69,9.49,1,0,3,2,6,7,76,"['accuracy', 'precision', 'recall', 'iou', 'map', 'loss', 'top-1']"
11165361.pdf,True,8780,26,0,4,30,0,0,7,0,7,0,0,False,30,1,11,2,3,7,0,10,0,0,[],False,0,False,1,0,0,0,0,0,0,0,0,0,0,0,37.52,10.55,0,0,0,1,1,2,12,"['accuracy', 'loss']"
11008628.pdf,True,5247,13,0,8,21,0,0,3,0,3,0,0,False,5,1,6,2,0,6,2,8,19,1,['places'],False,0,False,3,3,3,0,0,0,0,0,0,0,0,0,43.82,9.43,0,0,1,2,3,5,36,"['accuracy', 'r2', 'iou', 'map', 'loss']"
11122446.pdf,True,10027,22,0,25,47,0,0,12,0,12,2,0,True,42,1,18,2,0,9,2,11,19,1,['coco'],False,0,False,6,4,0,1,0,0,1,1,0,0,0,1,29.27,11.34,2,0,7,9,18,7,115,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11141433.pdf,True,8283,29,0,20,49,1,0,6,0,7,0,0,False,33,1,11,2,0,5,1,6,5,1,['places'],False,0,False,3,1,0,0,0,0,0,0,0,0,0,0,60.62,6.99,0,0,4,1,5,7,47,"['accuracy', 'precision', 'f1', 'rmse', 'r2', 'map', 'loss']"
11195078.pdf,True,7852,56,3,14,73,0,0,5,0,5,0,0,False,18,2,5,2,0,2,0,2,0,1,['places'],False,0,False,4,0,0,0,0,0,0,0,0,0,2,2,60.27,7.21,0,0,0,1,1,4,17,"['accuracy', 'mse', 'loss', 'error rate']"
11028618.pdf,True,11863,4,0,2,6,0,0,4,0,4,0,0,False,21,2,4,2,0,2,1,3,38,0,[],False,0,False,0,0,0,1,0,0,1,0,0,0,0,0,43.38,9.06,2,2,0,1,5,5,110,"['accuracy', 'precision', 'recall', 'f1', 'loss']"
11115051.pdf,True,7374,75,1,39,115,0,0,10,0,10,0,0,False,27,2,10,2,0,2,0,2,13,0,[],False,0,False,0,0,0,0,0,0,0,1,7,0,5,13,52.09,8.61,0,0,1,0,1,1,3,['accuracy']
11136105.pdf,True,7865,10,0,24,34,0,0,12,0,12,0,0,False,30,1,12,2,0,7,2,9,24,1,['places'],False,0,False,5,6,1,0,0,0,0,0,0,0,2,2,29.29,11.68,0,0,7,4,11,6,96,"['accuracy', 'precision', 'f1', 'iou', 'map', 'loss']"
A_New_Approach_of_EV_Modeling_and_its_Control_Applications_to_Reduce_Energy_Consumption.pdf,True,11317,107,0,30,137,0,0,0,0,0,0,0,False,30,2,12,2,0,6,0,6,0,0,[],True,0,False,0,0,0,0,0,0,0,0,0,0,1,1,83.23,4.88,0,0,0,0,0,0,0,[]
11087486.pdf,True,11946,50,0,30,80,3,0,7,0,10,0,0,False,36,1,33,2,0,12,18,30,10,1,['kinetics'],False,0,False,2,0,0,0,1,0,1,9,14,0,1,24,45.61,9.23,0,0,5,4,9,7,135,"['accuracy', 'precision', 'rmse', 'mse', 'mae', 'r2', 'loss']"
11269787.pdf,True,9771,50,0,21,71,0,0,15,0,15,1,0,True,15,1,19,2,1,14,7,22,37,1,['places'],False,0,False,9,6,0,0,0,0,0,0,0,0,0,0,42.17,9.7,3,0,9,2,14,6,150,"['accuracy', 'precision', 'recall', 'iou', 'map', 'loss']"
11029000.pdf,True,8413,31,1,77,109,0,0,2,0,2,0,1,True,18,2,19,2,0,5,1,6,17,4,"['imagenet', 'mnist', 'cifar', 'places']",False,0,False,1,0,0,0,0,0,0,1,1,0,0,2,46.64,9.32,1,0,1,1,3,4,192,"['accuracy', 'loss', 'top-1', 'top-5']"
11227097.pdf,True,9998,29,2,15,46,0,0,3,0,3,0,0,False,35,2,16,2,0,3,0,3,54,0,[],False,0,False,3,6,1,1,0,0,1,0,0,0,0,0,48.65,8.34,4,0,0,2,6,2,14,"['map', 'loss']"
11009013.pdf,True,12548,243,1,130,374,0,0,1,0,1,0,0,False,13,1,8,2,0,3,1,4,0,0,[],False,0,False,2,0,0,0,0,0,0,0,0,0,1,1,77.72,4.75,0,0,1,2,3,3,30,"['accuracy', 'f1', 'loss']"
11282990.pdf,True,13931,32,0,2,34,0,0,14,0,14,0,0,False,12,2,5,1,0,3,0,3,8,1,['places'],False,0,False,4,0,0,1,0,0,1,0,0,0,2,2,38.31,10.5,0,0,1,1,2,0,0,[]
Transient_Stability_Assessment_of_Power_System_Based_on_XGBoost_and_Factorization_Machine.pdf,True,7812,34,0,11,45,0,0,0,0,0,0,0,False,39,1,12,2,2,0,0,2,3,0,[],False,0,False,0,0,0,1,0,0,1,0,0,0,1,1,57.83,7.74,0,0,0,0,0,6,36,"['accuracy', 'f-score', 'auc', 'roc', 'map', 'loss']"
11058928.pdf,True,7791,4,0,2,6,2,1,10,0,13,0,0,False,26,1,22,2,1,6,3,10,22,0,[],False,0,False,1,4,4,2,0,0,2,0,0,0,1,1,42.99,9.38,0,0,5,19,24,5,48,"['accuracy', 'precision', 'recall', 'f1', 'loss']"
11072668.pdf,True,7555,1,0,2,3,0,0,8,0,8,0,0,False,22,2,7,2,0,6,0,6,10,4,"['imagenet', 'mnist', 'cifar', 'glue']",False,0,False,11,0,0,0,0,0,0,0,0,0,0,0,20.02,13.2,0,0,2,0,2,2,26,"['accuracy', 'f1']"
11221212.pdf,True,10301,15,0,0,15,0,0,2,0,2,9,0,True,16,1,33,1,0,1,0,1,18,0,[],False,0,False,7,0,0,0,1,0,1,0,0,0,0,0,31.79,10.79,1,0,1,1,3,5,35,"['accuracy', 'precision', 'recall', 'f1', 'map']"
11263851.pdf,True,7741,36,0,14,50,0,0,1,0,1,0,0,False,7,1,8,2,0,1,2,3,20,1,['places'],True,0,False,4,7,3,1,1,0,2,1,0,0,3,4,36.13,11.38,0,0,0,0,0,3,31,"['accuracy', 'auc', 'loss']"
11028985.pdf,True,9436,21,0,58,79,0,0,1,0,1,0,0,False,14,1,6,2,3,4,2,9,13,0,[],False,0,False,6,6,0,6,0,0,6,3,28,0,2,33,34.2,11.11,0,0,4,3,7,7,60,"['accuracy', 'precision', 'rmse', 'mae', 'r2', 'map', 'loss']"
11162503.pdf,True,10759,5,0,23,28,0,0,1,0,1,0,1,True,26,1,38,2,24,3,5,32,22,2,"['imagenet', 'cityscapes']",True,0,False,3,2,0,0,0,0,0,0,0,0,0,0,45.44,8.96,14,0,1,2,17,4,6,"['accuracy', 'precision', 'map', 'loss']"
11030552.pdf,True,8395,14,0,4,18,0,0,2,0,2,0,0,False,7,2,17,2,0,0,8,8,48,0,[],False,0,False,1,6,6,0,0,0,0,0,0,0,0,0,49.79,8.23,0,0,0,3,3,6,106,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'loss']"
11153433.pdf,True,11247,25,0,24,49,0,0,6,0,6,0,0,False,12,1,12,2,0,0,6,6,52,1,['imagenet'],False,0,False,4,5,1,0,2,0,2,1,0,0,2,3,27.2,12.03,4,0,2,6,12,11,54,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'rmse', 'mse', 'mae', 'map', 'loss']"
Automatic_Modulation_Classification_Using_Compressive_Convolutional_Neural_Network.pdf,True,6065,17,0,43,60,0,0,0,0,0,0,0,False,17,1,2,2,0,2,2,4,1,0,[],False,0,False,0,0,0,0,0,0,0,0,0,0,2,2,53.07,8.05,0,0,0,5,5,2,42,"['accuracy', 'loss']"
10935312.pdf,True,12243,2,0,11,13,0,0,15,0,15,0,0,False,22,2,12,2,0,5,7,12,34,0,[],False,0,False,12,0,0,0,0,0,0,0,0,0,0,0,36.92,9.77,2,0,5,1,8,7,192,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11173587.pdf,True,14545,80,0,27,107,3,0,6,0,9,0,0,False,29,2,12,2,2,7,6,15,1,2,"['coco', 'places']",False,0,False,8,0,0,0,0,0,0,0,0,0,0,0,45.28,9.85,0,0,0,3,3,2,8,"['accuracy', 'loss']"
11269814.pdf,True,8225,10,0,9,19,0,0,0,0,0,0,0,False,23,1,7,2,0,1,1,2,16,0,[],True,0,False,1,3,3,0,0,0,0,2,0,0,0,2,33.77,10.71,0,0,0,0,0,8,92,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'map', 'loss']"
10981720.pdf,True,11236,7,0,15,22,0,0,4,0,4,0,0,False,14,2,16,2,1,4,4,9,38,0,[],False,0,False,1,0,0,6,0,0,6,3,0,0,0,3,57.37,7.59,1,0,3,4,8,4,9,"['precision', 'mae', 'map', 'loss']"
11248855.pdf,True,9756,41,0,33,74,0,0,7,0,7,0,0,False,6,2,32,2,1,9,3,13,6,1,['imagenet'],False,0,False,3,2,0,1,0,0,1,0,0,0,0,0,31.22,10.68,2,0,1,6,9,3,20,"['accuracy', 'map', 'loss']"
11080380.pdf,True,15655,5,0,0,5,0,0,1,0,1,1,0,True,3,1,12,2,5,1,1,7,53,0,[],True,0,False,1,2,0,2,2,0,4,0,0,0,0,0,49.49,9.1,1,0,2,2,5,8,20,"['accuracy', 'precision', 'f1', 'map', 'bleu', 'rouge', 'perplexity', 'loss']"
11096591.pdf,True,7364,40,0,16,56,0,0,4,0,4,0,0,False,26,2,8,2,0,5,0,5,32,2,"['mnist', 'cifar']",False,0,False,0,0,0,0,0,0,0,0,0,0,6,6,47.15,9.6,0,0,0,0,0,3,34,"['accuracy', 'mae', 'loss']"
10980327.pdf,True,7181,36,0,39,75,0,0,3,0,3,0,0,False,27,2,5,2,0,3,2,5,17,0,[],False,0,False,1,0,0,0,0,0,0,0,0,0,0,0,38.52,11.28,0,0,1,5,6,5,34,"['accuracy', 'precision', 'recall', 'rouge', 'loss']"
11142780.pdf,True,7719,25,1,12,38,0,0,3,0,3,2,0,True,23,1,12,2,0,4,6,10,9,0,[],False,0,False,4,5,4,0,0,0,0,0,0,0,3,3,38.42,10.47,0,0,0,2,2,5,52,"['accuracy', 'precision', 'recall', 'map', 'loss']"
10964210.pdf,True,13671,0,0,1,1,0,0,6,0,6,0,0,False,28,1,4,2,1,4,2,7,18,1,['places'],False,0,False,21,0,0,5,0,0,5,0,0,0,1,1,39.25,10.06,1,1,1,7,10,4,33,"['accuracy', 'precision', 'recall', 'map']"
11251191.pdf,True,13678,9,5,18,32,0,0,3,0,3,0,0,False,10,1,47,2,4,3,7,14,21,1,['places'],False,0,False,7,0,0,8,2,1,11,3,0,0,11,14,43.64,9.55,2,0,0,4,6,6,76,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss']"
11153475.pdf,True,8239,35,0,61,96,0,0,4,0,4,0,0,False,39,2,4,1,0,2,6,8,76,0,[],False,0,False,1,3,3,0,0,0,0,0,0,0,1,1,49.62,8.18,5,0,0,0,5,8,119,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'map', 'loss']"
11192422.pdf,True,6703,5,0,2,7,0,0,0,0,0,1,0,True,20,2,0,0,0,0,0,0,13,0,[],False,0,False,1,0,0,2,0,0,2,0,0,0,0,0,40.12,9.98,0,0,0,1,1,0,0,[]
11162520.pdf,True,6615,2,0,7,9,0,0,1,0,1,0,0,False,57,2,7,2,1,6,0,7,23,0,[],False,0,False,1,0,0,0,0,0,0,0,0,0,0,0,50.09,8.4,1,0,2,0,3,7,26,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11204178.pdf,True,10319,13,0,33,46,0,0,6,0,6,0,0,False,22,2,10,1,0,5,5,10,52,0,[],False,0,False,5,8,0,1,0,0,1,0,0,0,0,0,42.55,9.25,5,0,2,1,8,1,15,['loss']
11226989.pdf,True,5696,3,1,7,11,0,0,1,0,1,1,0,True,7,1,2,2,2,2,1,5,33,0,[],False,0,False,3,4,0,0,0,0,0,0,0,0,1,1,25.16,11.79,0,0,0,3,3,7,53,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss']"
11004002.pdf,True,12627,13,0,0,13,0,0,12,0,12,0,0,False,4,1,4,2,1,0,0,1,0,0,[],False,0,False,11,0,0,0,0,0,0,0,0,0,0,0,22.81,11.96,0,0,3,0,3,2,2,"['accuracy', 'loss']"
11184522.pdf,True,10023,15,0,5,20,0,0,4,0,4,0,0,False,6,2,30,2,0,0,6,6,18,0,[],False,0,False,2,1,0,1,0,0,1,0,0,0,0,0,53.65,7.6,0,0,1,0,1,6,63,"['accuracy', 'precision', 'recall', 'f1', 'f-score', 'loss']"
11251193.pdf,True,10375,13,2,27,42,0,0,9,0,9,0,0,False,20,1,8,2,0,4,3,7,39,0,[],False,0,False,4,3,1,0,0,0,0,0,1,0,0,1,32.26,11.3,1,0,4,26,31,6,85,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss']"
11143144.pdf,True,11147,9,1,28,38,0,0,10,0,10,0,0,False,28,1,20,2,1,7,4,12,50,0,[],False,2,False,8,3,2,3,0,1,4,1,1,0,10,12,19.82,13.19,1,0,0,3,4,8,113,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss', 'error rate']"
11036717.pdf,True,6256,11,0,2,13,0,0,2,0,2,0,0,False,32,1,12,2,0,7,0,7,0,1,['kinetics'],False,0,False,1,0,0,0,0,0,0,0,0,0,0,0,52.52,8.13,0,0,0,1,1,1,1,['accuracy']
11244905.pdf,True,13631,28,0,17,45,0,0,9,0,9,0,0,False,16,1,17,2,0,3,8,11,52,0,[],False,0,False,8,9,5,7,2,0,9,5,1,0,4,10,21.03,13.09,2,0,2,6,10,8,66,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'rmse', 'mae', 'loss']"
Machine_Learning_Based_Flexible_Transmission_Time_Interval_Scheduling_for_eMBB_and_uRLLC_Coexistence_Scenario.pdf,True,7610,5,0,2,7,0,0,0,0,0,0,0,False,8,1,21,2,0,1,0,1,27,0,[],False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,51.94,8.59,0,0,0,1,1,2,15,"['accuracy', 'loss']"
11048864.pdf,True,9134,34,0,26,60,0,0,1,0,1,0,0,False,18,1,6,2,1,6,2,9,25,0,[],False,0,False,3,0,0,0,0,0,0,0,0,0,4,4,53.37,7.78,1,0,0,2,3,8,95,"['accuracy', 'precision', 'recall', 'f1', 'f-score', 'auc', 'roc', 'loss']"
Adaptive_Backstepping-Based_H__infty_Robust_Controller_for_Photovoltaic_Grid-_Connected_Inverter.pdf,True,6036,85,0,70,155,0,0,0,0,0,0,0,False,21,2,2,2,0,1,0,1,0,0,[],False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,70.9,5.51,0,0,0,1,1,2,2,"['accuracy', 'precision']"
Machine_Learning_Detectors_for_MU-MIMO_Systems_With_One-Bit_ADCs.pdf,True,6435,108,17,12,137,0,0,0,0,0,0,0,False,15,2,0,0,0,0,3,3,0,0,[],False,0,False,0,0,0,0,0,0,0,0,0,0,2,2,75.06,5.43,0,0,0,2,2,2,2,"['recall', 'error rate']"
11025842.pdf,True,10595,68,1,34,103,0,0,1,0,1,0,0,False,29,2,3,2,0,3,6,9,0,0,[],False,0,False,0,0,0,0,1,0,1,0,0,0,2,2,49.46,8.98,0,0,2,3,5,1,8,['loss']
11237082.pdf,True,10496,21,0,1,22,0,0,8,0,8,0,0,False,47,2,21,2,0,1,9,10,83,0,[],False,0,False,1,4,4,0,16,0,16,0,0,0,1,1,37.49,10.25,5,0,1,2,8,6,48,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'loss']"
11105425.pdf,True,10956,42,2,12,56,0,0,3,0,3,0,0,False,8,2,27,2,0,4,2,6,4,1,['coco'],True,0,False,2,0,0,0,0,0,0,0,0,0,0,0,39.75,9.9,0,1,0,2,3,4,22,"['accuracy', 'precision', 'r2', 'loss']"
11199025.pdf,True,10075,12,0,14,26,1,0,13,0,14,0,0,False,30,1,26,2,2,6,4,12,35,3,"['imagenet', 'coco', 'places']",False,0,False,5,1,0,0,0,0,0,6,6,2,1,15,40.95,9.5,1,0,1,0,2,6,82,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map']"
11015780.pdf,True,7636,16,0,3,19,0,0,4,0,4,0,0,False,21,2,4,2,0,1,1,2,8,0,[],False,0,False,5,0,0,0,0,0,0,1,1,0,0,2,44.23,8.96,1,0,0,2,3,3,16,"['accuracy', 'precision', 'loss']"
11053810.pdf,True,10129,0,1,4,5,0,0,18,0,18,0,0,False,8,1,23,2,0,5,8,13,43,0,[],False,0,False,13,0,0,0,0,0,0,0,0,0,0,0,24.18,12.93,1,0,7,1,9,5,65,"['accuracy', 'precision', 'f1', 'mse', 'mae']"
11270975.pdf,True,13482,53,0,11,64,0,0,1,0,1,0,0,False,11,2,25,2,5,2,4,11,20,1,['kinetics'],True,0,False,5,4,4,0,0,1,1,0,0,0,0,0,41.4,9.53,7,0,0,4,11,9,41,"['accuracy', 'precision', 'recall', 'f1', 'mae', 'map', 'loss', 'top-1', 'top-5']"
11115048.pdf,True,8622,9,1,8,18,0,0,2,0,2,0,0,False,43,2,7,2,0,5,1,6,25,0,[],True,0,False,2,0,0,0,0,0,0,0,0,0,1,1,42.67,9.53,0,0,2,1,3,6,23,"['accuracy', 'rmse', 'mse', 'mae', 'map', 'loss']"
11269673.pdf,True,11104,4,1,4,9,0,0,13,0,13,1,0,True,21,2,19,2,2,6,0,8,14,1,['kitti'],False,0,False,2,0,0,8,1,0,9,0,0,0,0,0,40.82,9.65,0,0,5,0,5,2,30,"['accuracy', 'map']"
10937030.pdf,True,9158,26,1,8,35,0,0,14,0,14,0,0,False,15,1,29,2,0,2,0,2,0,0,[],False,0,False,3,0,0,0,0,0,0,4,0,0,1,5,45.92,8.92,1,0,0,11,12,3,4,"['precision', 'map', 'loss']"
11218199.pdf,True,8505,23,0,11,34,0,0,14,0,14,0,0,False,21,2,18,2,0,7,5,12,4,1,['wikitext'],True,0,False,6,1,1,2,0,0,2,0,0,0,0,0,41.05,9.52,5,0,1,4,10,5,111,"['accuracy', 'precision', 'mse', 'perplexity', 'loss']"
10967562.pdf,True,12161,5,68,2,75,0,0,11,0,11,0,0,False,7,1,12,2,0,5,0,5,1,0,[],False,0,False,4,0,0,1,0,0,1,0,1,0,0,1,45.5,8.68,1,0,2,0,3,2,13,"['accuracy', 'precision']"
11207564.pdf,True,6730,25,0,11,36,0,0,4,0,4,0,0,False,10,2,13,2,0,3,1,4,11,0,[],True,0,False,3,3,1,0,0,0,0,0,0,0,0,0,47.26,8.62,2,0,1,1,4,4,32,"['accuracy', 'precision', 'map', 'loss']"
11223156.pdf,True,8011,2,0,13,15,0,0,9,0,9,0,0,False,16,2,12,2,0,4,0,4,30,1,['places'],False,0,False,4,0,0,2,0,0,2,0,0,0,0,0,40.08,9.66,2,0,0,0,2,5,49,"['accuracy', 'precision', 'recall', 'f1', 'loss']"
11037751.pdf,True,11046,60,0,235,295,4,0,4,0,8,0,0,False,13,2,41,2,0,0,1,1,8,0,[],False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,70.33,6.63,0,0,0,2,2,2,2,"['accuracy', 'loss']"
ContourNetAn_Automated_Segmentation_Framework_for_Detection_of_Colonic_Polyps.pdf,True,7305,22,1,20,43,0,0,3,0,3,0,0,False,19,1,12,2,1,0,0,1,29,1,['places'],False,0,False,0,5,4,10,0,0,10,2,0,0,0,2,56.2,7.62,1,0,1,3,5,4,69,"['accuracy', 'precision', 'iou', 'loss']"
11037781.pdf,True,11942,7,3,10,20,0,0,7,0,7,0,0,False,30,2,12,2,0,11,3,14,11,1,['places'],False,0,False,4,1,1,0,0,0,0,0,0,0,0,0,40.38,10.73,4,0,1,4,9,2,8,"['perplexity', 'loss']"
11039846.pdf,True,7129,18,0,39,57,0,0,7,0,7,0,0,False,32,1,10,2,0,5,3,8,10,0,[],False,0,False,6,4,0,1,0,0,1,0,0,0,0,0,35.35,10.39,4,0,5,2,11,6,136,"['accuracy', 'precision', 'recall', 'iou', 'map', 'loss']"
11311985.pdf,True,10699,62,0,19,81,0,0,11,0,11,0,0,False,26,2,16,2,0,1,2,3,0,1,['places'],False,0,False,1,0,0,0,1,0,1,0,0,0,1,1,29.73,11.43,0,0,2,1,3,2,2,"['precision', 'f1']"
11112593.pdf,True,8689,22,0,27,49,0,0,8,0,8,1,1,True,14,2,12,2,1,5,8,14,21,1,['imagenet'],False,0,False,3,6,1,0,0,0,0,0,0,0,0,0,48.62,8.5,2,0,3,5,10,6,86,"['accuracy', 'rmse', 'mse', 'mae', 'map', 'loss']"
11052223.pdf,True,9753,19,0,5,24,0,0,2,0,2,0,0,False,21,2,14,2,1,3,6,10,64,0,[],False,0,False,7,2,1,0,0,0,0,0,0,0,3,3,24.63,12.71,1,0,0,1,2,4,59,"['accuracy', 'mse', 'mae', 'loss']"
11299524.pdf,True,7374,22,2,7,31,0,0,4,0,4,1,0,True,22,1,9,2,2,0,0,2,8,0,[],False,0,False,4,0,0,3,0,0,3,0,0,0,0,0,27.9,12.1,1,0,0,2,3,1,17,['accuracy']
11104254.pdf,True,7511,6,0,0,6,0,0,2,0,2,0,0,False,9,1,7,2,0,4,1,5,12,0,[],False,0,False,5,2,2,0,0,0,0,0,0,0,0,0,19.95,12.88,0,0,2,4,6,4,22,"['accuracy', 'precision', 'bleu', 'rouge']"
A_Rerouting_Framework_Against_Routing_Interruption_for_Secure_Network_Management.pdf,True,8241,8,0,0,8,0,0,0,0,0,0,0,False,30,1,0,0,0,0,0,0,2,0,[],True,0,False,0,0,0,1,0,0,1,0,0,0,0,0,59.78,7.23,0,0,0,1,1,4,22,"['accuracy', 'r2', 'map', 'loss']"
11072340.pdf,True,9065,30,1,52,83,0,0,1,0,1,0,0,False,4,1,8,1,1,2,0,3,3,2,"['cifar', 'places']",False,0,False,1,1,0,3,0,0,3,0,0,0,1,1,35.89,11.16,0,0,0,4,4,4,16,"['accuracy', 'precision', 'map', 'loss']"
11165320.pdf,True,8740,15,4,9,28,0,0,2,0,2,0,0,False,41,2,8,2,0,3,3,6,12,0,[],False,0,False,1,0,0,0,0,0,0,6,0,0,4,10,41.99,9.69,3,0,2,4,9,4,25,"['accuracy', 'mse', 'r2', 'loss']"
11224334.pdf,True,8891,28,0,4,32,0,0,3,0,3,0,0,False,4,2,16,2,0,4,2,6,47,0,[],False,0,False,4,0,0,0,0,0,0,1,0,0,2,3,46.1,8.66,1,0,2,6,9,6,51,"['precision', 'f1', 'r2', 'bleu', 'rouge', 'loss']"
11142704.pdf,True,8428,17,2,10,29,0,0,5,0,5,0,0,False,15,1,12,2,0,4,1,5,10,0,[],False,0,False,1,12,0,0,0,0,0,2,0,0,8,10,40.08,9.99,0,0,0,5,5,6,98,"['accuracy', 'precision', 'f1', 'mse', 'map', 'loss']"
11162522.pdf,True,9563,2,0,3,5,0,0,16,0,16,0,0,False,7,1,28,2,0,1,1,2,6,1,['places'],False,0,False,6,0,0,0,0,0,0,6,0,0,0,6,12.34,14.68,0,0,0,0,0,2,3,"['accuracy', 'r2']"
11275681.pdf,True,10538,22,0,11,33,0,0,2,0,2,0,0,False,30,1,9,2,1,2,0,3,4,0,[],False,0,False,0,5,0,0,0,0,0,0,0,0,0,0,49.2,8.53,0,0,1,5,6,3,4,"['accuracy', 'rmse', 'map']"
11071669.pdf,True,8311,25,0,4,29,0,0,9,0,9,0,0,False,34,1,12,2,0,5,3,8,26,1,['imagenet'],False,0,False,2,0,0,1,1,0,2,1,0,0,0,1,39.96,10.39,0,0,1,0,1,5,47,"['accuracy', 'precision', 'rmse', 'map', 'loss']"
11202468.pdf,True,11639,61,0,8,69,0,1,7,0,8,0,0,False,23,1,33,2,0,3,8,11,0,0,[],False,0,False,2,0,0,10,0,0,10,2,0,0,0,2,49.34,8.19,0,0,0,2,2,3,8,"['accuracy', 'precision', 'f1']"
11266886.pdf,True,35526,49,1,34,84,0,0,11,0,11,2,0,True,18,1,19,2,5,8,12,25,90,4,"['imagenet', 'coco', 'cifar', 'pascal voc']",True,0,False,27,0,0,3,0,0,3,0,4,0,2,6,33.66,10.48,59,0,0,9,68,11,231,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'rmse', 'mse', 'mae', 'r2', 'map', 'loss']"
